row;subject_id;trial_index;trial_type;rt;key_press;musical_type;stimulus;options;responses
8278;5a53443df6c5170001948b40;28;audio-keyboard-response;NULL;NULL;NULL;Quarrel;NULL;NULL
8279;5a53443df6c5170001948b40;29;survey-multi-select;16634;NULL;Icon1;Quarrel;"[" Blue"," Ocean"," Fight"," Arrival"," Needle"," Mischeif"," Quarrel"," River"," Narrowness"," Rushed"," Red"," Wideness"," Hero"," Staircase"," Sigh"," None of the above"]";"{"Q0":[" Fight"," Mischeif"," Quarrel"," Rushed"]}"
8280;5a53443df6c5170001948b40;30;audio-keyboard-response;NULL;NULL;NULL;Departure;NULL;NULL
8281;5a53443df6c5170001948b40;31;survey-multi-select;11296;NULL;Ind;Departure;"[" Blue"," Cradle"," Sigh"," Strength"," Staircase"," Fight"," Hero"," Blossom"," Devotion"," Arrival"," Departure"," Wideness"," Basement"," Narrowness"," Celebration"," None of the above"]";"{"Q0":[" Cradle"," Sigh"," Blossom"]}"
8282;5a53443df6c5170001948b40;32;audio-keyboard-response;NULL;NULL;NULL;Jungle;NULL;NULL
8283;5a53443df6c5170001948b40;33;survey-multi-select;11830;NULL;Icon1;Jungle;"[" Bird"," Circle"," Wideness"," Jungle"," Red"," Strength"," Ocean"," Fight"," Blossom"," Blue"," Angel"," Celebration"," Basement"," Narrowness"," Arrival"," None of the above"]";"{"Q0":[" Wideness"," Jungle"," Arrival"]}"
8284;5a53443df6c5170001948b40;34;audio-keyboard-response;NULL;NULL;NULL;Strength;NULL;NULL
8285;5a53443df6c5170001948b40;35;survey-multi-select;12097;NULL;Ind;Strength;"[" Hero"," Staircase"," Blue"," Strength"," Quarrel"," Ocean"," Circle"," Basement"," Arrival"," Departure"," Mockery"," Toxin"," Narrowness"," Cradle"," Sigh"," None of the above"]";"{"Q0":[" Hero"," Strength"," Arrival"]}"
8286;5a53443df6c5170001948b40;36;audio-keyboard-response;NULL;NULL;NULL;Basement;NULL;NULL
8287;5a53443df6c5170001948b40;37;survey-multi-select;8628;NULL;Icon2;Basement;"[" Arrival"," Mischeif"," Wideness"," Mockery"," Strength"," Basement"," Needle"," Fight"," Departure"," Devotion"," Hero"," Red"," Quarrel"," Cradle"," Celebration"," None of the above"]";"{"Q0":[" None of the above"]}"
8288;5a53443df6c5170001948b40;38;audio-keyboard-response;NULL;NULL;NULL;Celebration;NULL;NULL
8289;5a53443df6c5170001948b40;39;survey-multi-select;6785;NULL;Icon1;Celebration;"[" Fight"," Needle"," Angel"," Devotion"," Jungle"," Red"," Basement"," Mockery"," Quarrel"," Celebration"," Rushed"," Narrowness"," Circle"," Departure"," Cradle"," None of the above"]";"{"Q0":[" Rushed"," Departure"]}"
8290;5a53443df6c5170001948b40;40;audio-keyboard-response;NULL;NULL;NULL;Fight;NULL;NULL
8291;5a53443df6c5170001948b40;41;survey-multi-select;9264;NULL;Icon1;Fight;"[" Fight"," Cradle"," Ocean"," Toxin"," Basement"," Mockery"," Staircase"," Red"," Quarrel"," Departure"," Mischeif"," Narrowness"," Jungle"," Angel"," Celebration"," None of the above"]";"{"Q0":[" Celebration"]}"
8292;5a53443df6c5170001948b40;42;audio-keyboard-response;NULL;NULL;NULL;Narrowness;NULL;NULL
8293;5a53443df6c5170001948b40;43;survey-multi-select;5899;NULL;Icon2;Narrowness;"[" Toxin"," Fight"," River"," Departure"," Basement"," Staircase"," Rushed"," Jungle"," Blue"," Cradle"," Ocean"," Circle"," Strength"," Hero"," Wideness"," None of the above"]";"{"Q0":[" Toxin"]}"
8294;5a53443df6c5170001948b40;44;audio-keyboard-response;NULL;NULL;NULL;Peaceful;NULL;NULL
8295;5a53443df6c5170001948b40;45;survey-multi-select;8387;NULL;Ind;Peaceful;"[" Narrowness"," Cradle"," Strength"," Rushed"," Red"," Blue"," Arrival"," Needle"," Basement"," Hero"," Celebration"," Fight"," Jungle"," Bird"," Mockery"," None of the above"]";"{"Q0":[" Strength"," Hero"]}"
8296;5a53443df6c5170001948b40;46;audio-keyboard-response;NULL;NULL;NULL;Wideness;NULL;NULL
8297;5a53443df6c5170001948b40;47;survey-multi-select;3375;NULL;Icon2;Wideness;"[" Devotion"," Staircase"," Arrival"," Needle"," Wideness"," Cradle"," River"," Blossom"," Mockery"," Strength"," Toxin"," Fight"," Ocean"," Red"," Mischeif"," None of the above"]";"{"Q0":[" None of the above"]}"
8298;5a53443df6c5170001948b40;48;audio-keyboard-response;NULL;NULL;NULL;Ocean;NULL;NULL
8299;5a53443df6c5170001948b40;49;survey-multi-select;5003;NULL;Icon1;Ocean;"[" Rushed"," Cradle"," Peaceful"," Narrowness"," Jungle"," Needle"," Mischeif"," Celebration"," Staircase"," Hero"," Arrival"," River"," Angel"," Bird"," Sigh"," None of the above"]";"{"Q0":[" Peaceful"," Bird"]}"
8300;5a53443df6c5170001948b40;50;audio-keyboard-response;NULL;NULL;NULL;Sigh;NULL;NULL
8301;5a53443df6c5170001948b40;51;survey-multi-select;14848;NULL;Icon1;Sigh;"[" Toxin"," Departure"," River"," Peaceful"," Bird"," Wideness"," Quarrel"," Cradle"," Ocean"," Circle"," Celebration"," Strength"," Staircase"," Basement"," Blossom"," None of the above"]";"{"Q0":[" Quarrel"]}"
8302;5a53443df6c5170001948b40;52;audio-keyboard-response;NULL;NULL;NULL;Toxin;NULL;NULL
8303;5a53443df6c5170001948b40;53;survey-multi-select;8146;NULL;Ind;Toxin;"[" Blue"," River"," Arrival"," Basement"," Departure"," Jungle"," Rushed"," Angel"," Mischeif"," Strength"," Circle"," Hero"," Cradle"," Ocean"," Staircase"," None of the above"]";"{"Q0":[" Rushed"," Mischeif"]}"
8304;5a53443df6c5170001948b40;54;audio-keyboard-response;NULL;NULL;NULL;Blossom;NULL;NULL
8305;5a53443df6c5170001948b40;55;survey-multi-select;91985;NULL;Icon2;Blossom;"[" Celebration"," Mockery"," Red"," Angel"," Strength"," Departure"," Peaceful"," Mischeif"," River"," Arrival"," Devotion"," Cradle"," Toxin"," Wideness"," Circle"," None of the above"]";"{"Q0":[" None of the above"]}"
8306;5a53443df6c5170001948b40;56;audio-keyboard-response;NULL;NULL;NULL;Circle;NULL;NULL
8307;5a53443df6c5170001948b40;57;survey-multi-select;7080;NULL;Icon2;Circle;"[" Rushed"," Ocean"," Arrival"," Departure"," Blue"," Angel"," River"," Hero"," Cradle"," Red"," Strength"," Narrowness"," Needle"," Wideness"," Staircase"," None of the above"]";"{"Q0":[" Ocean"," Arrival"," Narrowness"]}"
8308;5a53443df6c5170001948b40;58;audio-keyboard-response;NULL;NULL;NULL;River;NULL;NULL
8309;5a53443df6c5170001948b40;59;survey-multi-select;8813;NULL;Icon2;River;"[" Ocean"," Toxin"," Quarrel"," Strength"," Arrival"," Departure"," Staircase"," Basement"," Angel"," Needle"," Fight"," Peaceful"," Mischeif"," Circle"," River"," None of the above"]";"{"Q0":[" Staircase"]}"
8310;5a53443df6c5170001948b40;60;audio-keyboard-response;NULL;NULL;NULL;"Musical Clock";NULL;NULL
8311;5a53443df6c5170001948b40;61;survey-multi-select;7705;NULL;Icon1;"Musical Clock";"[" Sigh"," Blossom"," Celebration"," Staircase"," Peaceful"," Mockery"," Fight"," Cradle"," Strength"," Departure"," Toxin"," Blue"," Hero"," Ocean"," Rushed"," None of the above"]";"{"Q0":[" Blossom"," Celebration"," Peaceful"]}"
8312;5a53443df6c5170001948b40;62;audio-keyboard-response;NULL;NULL;NULL;Red;NULL;NULL
8313;5a53443df6c5170001948b40;63;survey-multi-select;11012;NULL;Ind;Red;"[" Mischeif"," Arrival"," Celebration"," Fight"," Quarrel"," Blue"," Circle"," Jungle"," Ocean"," Bird"," Basement"," Needle"," Hero"," Mockery"," Staircase"," None of the above"]";"{"Q0":[" Mischeif"," Fight"," Quarrel"]}"
8314;5a53443df6c5170001948b40;64;audio-keyboard-response;NULL;NULL;NULL;Hero;NULL;NULL
8315;5a53443df6c5170001948b40;65;survey-multi-select;9299;NULL;Ind;Hero;"[" Celebration"," Quarrel"," Jungle"," Toxin"," Basement"," Departure"," Blossom"," Sigh"," Devotion"," Red"," Cradle"," Angel"," Staircase"," Hero"," Needle"," None of the above"]";"{"Q0":[" None of the above"]}"
8316;5a53443df6c5170001948b40;66;html-keyboard-response;6835;32;NULL;"Thank you for completing the main part of the experiment. We have one final question for you before you are finished. <br> Press the spacebar to continue.";NULL;NULL
8317;5a53443df6c5170001948b40;67;survey-multi-choice;2822;NULL;NULL;NULL;NULL;"{"Q0":"No"}"
8318;59d5126df35ff40001914d8e;0;html-keyboard-response;9551;32;NULL;"This experiment is being conducted at Vassar College.  It consists of several tasks, each of which involves viewing various items and making simple judgments about them. The study takes approximately 15 minutes to complete. Participation poses minimal ris";NULL;NULL
8319;59d5126df35ff40001914d8e;1;html-keyboard-response;5827;32;NULL;"Because this experiment features auditory stimuli, it is important to test that your speakers or headphones are working at a comfortable volume before you begin. When you are ready to start the experiment, click the spacebar to continue. In the following ";NULL;NULL
8320;59d5126df35ff40001914d8e;2;audio-keyboard-response;6301;75;NULL;MusicStimuli/K.mp3;NULL;NULL
8321;59d5126df35ff40001914d8e;3;html-keyboard-response;9458;32;NULL;"In this experiment you will hear brief music clips and be asked to make judgments about them. A short music clip will play, and then you will then be presented with a list of 15 words. Check off the words you thought of when you heard the music. Please ke";NULL;NULL
8322;59d5126df35ff40001914d8e;4;html-keyboard-response;3933;32;NULL;"Only click "None of the Above" if you believe none of the given words matched what you were thinking of when you listened to the music. In other words, if you click "None of the Above" there should be no other words checked off.<br><br> Press the spacebar";NULL;NULL
8323;59d5126df35ff40001914d8e;5;html-keyboard-response;1183;32;NULL;"Now we will begin the experiment.<br><br> Press the spacebar continue.";NULL;NULL
8324;59d5126df35ff40001914d8e;6;audio-keyboard-response;NULL;NULL;NULL;Departure;NULL;NULL
8325;59d5126df35ff40001914d8e;7;survey-multi-select;16995;NULL;Ind;Departure;"[" Strength"," Basement"," Rushed"," Needle"," Mockery"," Narrowness"," Hero"," Wideness"," River"," Devotion"," Celebration"," Quarrel"," Red"," Blue"," Fight"," None of the above"]";"{"Q0":[" Strength"," Hero"," Wideness"," River"]}"
8326;59d5126df35ff40001914d8e;8;audio-keyboard-response;NULL;NULL;NULL;Ocean;NULL;NULL
8327;59d5126df35ff40001914d8e;9;survey-multi-select;17620;NULL;Icon1;Ocean;"[" Staircase"," Devotion"," Red"," Bird"," Fight"," Wideness"," Cradle"," Sigh"," Needle"," Strength"," Rushed"," Circle"," Hero"," Mischeif"," Departure"," None of the above"]";"{"Q0":[" Bird"," Hero"]}"
8328;59d5126df35ff40001914d8e;10;audio-keyboard-response;NULL;NULL;NULL;Strength;NULL;NULL
8329;59d5126df35ff40001914d8e;11;survey-multi-select;14554;NULL;Ind;Strength;"[" Basement"," Blossom"," Celebration"," River"," Strength"," Red"," Rushed"," Sigh"," Mischeif"," Jungle"," Hero"," Fight"," Cradle"," Mockery"," Needle"," None of the above"]";"{"Q0":[" Celebration"," Strength"]}"
8330;59d5126df35ff40001914d8e;12;audio-keyboard-response;NULL;NULL;NULL;Hero;NULL;NULL
8331;59d5126df35ff40001914d8e;13;survey-multi-select;14974;NULL;Ind;Hero;"[" Devotion"," Red"," Mischeif"," Bird"," Jungle"," Wideness"," Celebration"," Needle"," River"," Narrowness"," Arrival"," Quarrel"," Departure"," Blue"," Staircase"," None of the above"]";"{"Q0":[" None of the above"]}"
8332;59d5126df35ff40001914d8e;14;audio-keyboard-response;NULL;NULL;NULL;Mischief;NULL;NULL
8333;59d5126df35ff40001914d8e;15;survey-multi-select;10089;NULL;Ind;Mischief;"[" Circle"," Mockery"," Ocean"," Bird"," Quarrel"," Blue"," Mischeif"," Narrowness"," Peaceful"," Devotion"," Wideness"," Cradle"," Jungle"," Departure"," Hero"," None of the above"]";"{"Q0":[" Mischeif"]}"
8334;59d5126df35ff40001914d8e;16;audio-keyboard-response;NULL;NULL;NULL;Toxin;NULL;NULL
8335;59d5126df35ff40001914d8e;17;survey-multi-select;14319;NULL;Ind;Toxin;"[" Ocean"," Sigh"," Narrowness"," Devotion"," Fight"," Hero"," Peaceful"," Toxin"," Red"," Cradle"," Mischeif"," Wideness"," River"," Arrival"," Angel"," None of the above"]";"{"Q0":[" Arrival"]}"
8336;59d5126df35ff40001914d8e;18;audio-keyboard-response;NULL;NULL;NULL;Blue;NULL;NULL
8337;59d5126df35ff40001914d8e;19;survey-multi-select;19741;NULL;Ind;Blue;"[" Cradle"," Blossom"," Sigh"," Toxin"," Narrowness"," Fight"," Hero"," Ocean"," Red"," Strength"," Basement"," Staircase"," River"," Mockery"," Needle"," None of the above"]";"{"Q0":[" Sigh"," Ocean"," River"]}"
8338;59d5126df35ff40001914d8e;20;audio-keyboard-response;NULL;NULL;NULL;Arrival;NULL;NULL
8339;59d5126df35ff40001914d8e;21;survey-multi-select;25213;NULL;Icon1;Arrival;"[" Staircase"," Celebration"," Angel"," Basement"," Strength"," Fight"," Needle"," Toxin"," Blue"," Mockery"," Bird"," Departure"," Blossom"," Red"," Hero"," None of the above"]";"{"Q0":[" Celebration"," Hero"]}"
8340;59d5126df35ff40001914d8e;22;audio-keyboard-response;NULL;NULL;NULL;Staircase;NULL;NULL
8341;59d5126df35ff40001914d8e;23;survey-multi-select;12797;NULL;Icon2;Staircase;"[" Jungle"," Devotion"," Strength"," Cradle"," Mischeif"," Peaceful"," Needle"," Quarrel"," Narrowness"," Arrival"," Red"," Sigh"," Blossom"," Mockery"," Fight"," None of the above"]";"{"Q0":[" Arrival"]}"
8342;59d5126df35ff40001914d8e;24;audio-keyboard-response;NULL;NULL;NULL;"Musical Clock";NULL;NULL
8343;59d5126df35ff40001914d8e;25;survey-multi-select;7811;NULL;Icon1;"Musical Clock";"[" Hero"," Toxin"," Celebration"," Ocean"," River"," Red"," Quarrel"," Bird"," Angel"," Basement"," Strength"," Cradle"," Sigh"," Needle"," Blossom"," None of the above"]";"{"Q0":[" Needle"]}"
8344;59d5126df35ff40001914d8e;26;audio-keyboard-response;NULL;NULL;NULL;Sigh;NULL;NULL
8345;59d5126df35ff40001914d8e;27;survey-multi-select;9984;NULL;Icon1;Sigh;"[" Jungle"," Strength"," Mischeif"," Mockery"," Blue"," Rushed"," Wideness"," Sigh"," Quarrel"," Hero"," Cradle"," Needle"," Bird"," River"," Angel"," None of the above"]";"{"Q0":[" Sigh"]}"
8346;59d5126df35ff40001914d8e;28;audio-keyboard-response;NULL;NULL;NULL;Blossom;NULL;NULL
8347;59d5126df35ff40001914d8e;29;survey-multi-select;40509;NULL;Icon2;Blossom;"[" Sigh"," Cradle"," Quarrel"," Red"," Circle"," Wideness"," Devotion"," Basement"," Fight"," River"," Departure"," Ocean"," Narrowness"," Arrival"," Jungle"," None of the above"]";"{"Q0":[" Devotion"]}"
8348;59d5126df35ff40001914d8e;30;audio-keyboard-response;NULL;NULL;NULL;Buzzsaw;NULL;NULL
8349;59d5126df35ff40001914d8e;31;survey-multi-select;10716;NULL;Icon1;Buzzsaw;"[" Sigh"," Bird"," Departure"," Red"," Strength"," Peaceful"," Circle"," Mockery"," Arrival"," Devotion"," Staircase"," Toxin"," Mischeif"," Blue"," Blossom"," None of the above"]";"{"Q0":[" Mischeif"]}"
8350;59d5126df35ff40001914d8e;32;audio-keyboard-response;NULL;NULL;NULL;Wideness;NULL;NULL
8351;59d5126df35ff40001914d8e;33;survey-multi-select;10999;NULL;Icon2;Wideness;"[" Sigh"," Fight"," Peaceful"," River"," Jungle"," Circle"," Celebration"," Hero"," Ocean"," Wideness"," Mockery"," Devotion"," Red"," Basement"," Bird"," None of the above"]";"{"Q0":[" Peaceful"," River"," Bird"]}"
8352;59d5126df35ff40001914d8e;34;audio-keyboard-response;NULL;NULL;NULL;Devotion;NULL;NULL
8353;59d5126df35ff40001914d8e;35;survey-multi-select;6555;NULL;Ind;Devotion;"[" Mockery"," Quarrel"," Needle"," Cradle"," Celebration"," Staircase"," Circle"," Strength"," Departure"," Angel"," Red"," Devotion"," Wideness"," River"," Blue"," None of the above"]";"{"Q0":[" Celebration"]}"
8354;59d5126df35ff40001914d8e;36;audio-keyboard-response;NULL;NULL;NULL;Circle;NULL;NULL
8355;59d5126df35ff40001914d8e;37;survey-multi-select;14599;NULL;Icon2;Circle;"[" Wideness"," Staircase"," Ocean"," Blue"," Needle"," Bird"," Rushed"," Angel"," Red"," Sigh"," Peaceful"," Mischeif"," Departure"," Mockery"," Fight"," None of the above"]";"{"Q0":[" Wideness"," Ocean"]}"
8356;59d5126df35ff40001914d8e;38;audio-keyboard-response;NULL;NULL;NULL;Fight;NULL;NULL
8357;59d5126df35ff40001914d8e;39;survey-multi-select;9900;NULL;Icon1;Fight;"[" Fight"," Needle"," Peaceful"," Staircase"," Angel"," Sigh"," Bird"," Rushed"," Toxin"," Cradle"," Arrival"," Jungle"," Hero"," Narrowness"," Mockery"," None of the above"]";"{"Q0":[" Rushed"]}"
8358;59d5126df35ff40001914d8e;40;audio-keyboard-response;NULL;NULL;NULL;Cradle;NULL;NULL
8359;59d5126df35ff40001914d8e;41;survey-multi-select;8038;NULL;Ind;Cradle;"[" Jungle"," Angel"," Basement"," Arrival"," Blue"," Ocean"," Red"," Quarrel"," Bird"," Toxin"," Hero"," Rushed"," Sigh"," Blossom"," Narrowness"," None of the above"]";"{"Q0":[]}"
8360;59d5126df35ff40001914d8e;42;audio-keyboard-response;NULL;NULL;NULL;Bird;NULL;NULL
8361;59d5126df35ff40001914d8e;43;survey-multi-select;6054;NULL;Icon2;Bird;"[" Red"," Basement"," Blue"," Strength"," Jungle"," Devotion"," Narrowness"," Blossom"," Bird"," Ocean"," Rushed"," Wideness"," Mockery"," Fight"," Arrival"," None of the above"]";"{"Q0":[]}"
8362;59d5126df35ff40001914d8e;44;audio-keyboard-response;NULL;NULL;NULL;Narrowness;NULL;NULL
8363;59d5126df35ff40001914d8e;45;survey-multi-select;47255;NULL;Icon2;Narrowness;"[" Circle"," Jungle"," Narrowness"," Arrival"," Angel"," Celebration"," Bird"," Cradle"," Blue"," Peaceful"," Red"," Sigh"," Mischeif"," Staircase"," Strength"," None of the above"]";"{"Q0":[" None of the above"]}"
8364;59d5126df35ff40001914d8e;46;audio-keyboard-response;NULL;NULL;NULL;Basement;NULL;NULL
8365;59d5126df35ff40001914d8e;47;survey-multi-select;8733;NULL;Icon2;Basement;"[" Bird"," Wideness"," Peaceful"," Strength"," Fight"," Jungle"," Needle"," Rushed"," Sigh"," Mischeif"," River"," Staircase"," Cradle"," Arrival"," Basement"," None of the above"]";"{"Q0":[" None of the above"]}"
8366;59d5126df35ff40001914d8e;48;audio-keyboard-response;NULL;NULL;NULL;Peaceful;NULL;NULL
8367;59d5126df35ff40001914d8e;49;survey-multi-select;15760;NULL;Ind;Peaceful;"[" Sigh"," Staircase"," Basement"," Hero"," Narrowness"," Cradle"," Circle"," Toxin"," Angel"," Mockery"," Celebration"," Needle"," Quarrel"," Rushed"," Devotion"," None of the above"]";"{"Q0":[" Narrowness"," Angel"]}"
8368;59d5126df35ff40001914d8e;50;audio-keyboard-response;NULL;NULL;NULL;Rushed;NULL;NULL
8369;59d5126df35ff40001914d8e;51;survey-multi-select;8412;NULL;Icon2;Rushed;"[" Angel"," Departure"," Cradle"," Sigh"," Needle"," Narrowness"," Arrival"," Bird"," Blue"," Rushed"," Devotion"," Staircase"," Jungle"," Ocean"," Quarrel"," None of the above"]";"{"Q0":[" Rushed"]}"
8370;59d5126df35ff40001914d8e;52;audio-keyboard-response;NULL;NULL;NULL;Needle;NULL;NULL
8371;59d5126df35ff40001914d8e;53;survey-multi-select;9407;NULL;Icon2;Needle;"[" Toxin"," Needle"," Celebration"," Circle"," Basement"," Ocean"," Narrowness"," Strength"," Devotion"," Angel"," Bird"," Sigh"," Red"," Rushed"," Departure"," None of the above"]";"{"Q0":[" Rushed"]}"
8372;59d5126df35ff40001914d8e;54;audio-keyboard-response;NULL;NULL;NULL;Celebration;NULL;NULL
8373;59d5126df35ff40001914d8e;55;survey-multi-select;13210;NULL;Icon1;Celebration;"[" Jungle"," Blue"," Rushed"," Cradle"," Strength"," Devotion"," River"," Mischeif"," Quarrel"," Angel"," Circle"," Red"," Fight"," Needle"," Narrowness"," None of the above"]";"{"Q0":[" River"]}"
8374;59d5126df35ff40001914d8e;56;audio-keyboard-response;NULL;NULL;NULL;Mockery;NULL;NULL
8375;59d5126df35ff40001914d8e;57;survey-multi-select;8310;NULL;Icon1;Mockery;"[" Mockery"," Departure"," Arrival"," Cradle"," Blossom"," Hero"," Angel"," Basement"," Celebration"," Needle"," Quarrel"," Ocean"," Staircase"," Devotion"," Toxin"," None of the above"]";"{"Q0":[" Quarrel"]}"
8376;59d5126df35ff40001914d8e;58;audio-keyboard-response;NULL;NULL;NULL;Jungle;NULL;NULL
8377;59d5126df35ff40001914d8e;59;survey-multi-select;13951;NULL;Icon1;Jungle;"[" Wideness"," Quarrel"," Red"," Strength"," Staircase"," Ocean"," Celebration"," Departure"," Hero"," Rushed"," Blue"," Circle"," Toxin"," Arrival"," Needle"," None of the above"]";"{"Q0":[" Celebration"]}"
8378;59d5126df35ff40001914d8e;60;audio-keyboard-response;NULL;NULL;NULL;Red;NULL;NULL
8379;59d5126df35ff40001914d8e;61;survey-multi-select;8607;NULL;Ind;Red;"[" Red"," Devotion"," Blue"," Quarrel"," Circle"," Rushed"," Blossom"," Arrival"," Sigh"," Departure"," Hero"," Basement"," Wideness"," Narrowness"," Staircase"," None of the above"]";"{"Q0":[" Quarrel"," Rushed"]}"
8380;59d5126df35ff40001914d8e;62;audio-keyboard-response;NULL;NULL;NULL;River;NULL;NULL
8381;59d5126df35ff40001914d8e;63;survey-multi-select;16173;NULL;Icon2;River;"[" Staircase"," Strength"," Peaceful"," Fight"," Hero"," Wideness"," Circle"," Departure"," Toxin"," Blue"," Mockery"," Rushed"," Bird"," Angel"," Red"," None of the above"]";"{"Q0":[" Staircase"," Rushed"]}"
8382;59d5126df35ff40001914d8e;64;audio-keyboard-response;NULL;NULL;NULL;Quarrel;NULL;NULL
8383;59d5126df35ff40001914d8e;65;survey-multi-select;13203;NULL;Icon1;Quarrel;"[" Cradle"," Angel"," Rushed"," Celebration"," Basement"," Circle"," Sigh"," Blue"," Mockery"," Arrival"," Peaceful"," Devotion"," River"," Bird"," Mischeif"," None of the above"]";"{"Q0":[" Rushed"," Mockery"]}"
8384;59d5126df35ff40001914d8e;66;html-keyboard-response;3875;32;NULL;"Thank you for completing the main part of the experiment. We have one final question for you before you are finished. <br> Press the spacebar to continue.";NULL;NULL
8385;59d5126df35ff40001914d8e;67;survey-multi-choice;3723;NULL;NULL;NULL;NULL;"{"Q0":"No"}"
8386;5a0e9f5c9b760100013a7944;0;html-keyboard-response;12894;32;NULL;"This experiment is being conducted at Vassar College.  It consists of several tasks, each of which involves viewing various items and making simple judgments about them. The study takes approximately 15 minutes to complete. Participation poses minimal ris";NULL;NULL
8387;5a0e9f5c9b760100013a7944;1;html-keyboard-response;48757;32;NULL;"Because this experiment features auditory stimuli, it is important to test that your speakers or headphones are working at a comfortable volume before you begin. When you are ready to start the experiment, click the spacebar to continue. In the following ";NULL;NULL
8388;5a0e9f5c9b760100013a7944;2;audio-keyboard-response;6291;75;NULL;MusicStimuli/K.mp3;NULL;NULL
8389;5a0e9f5c9b760100013a7944;3;html-keyboard-response;20699;32;NULL;"In this experiment you will hear brief music clips and be asked to make judgments about them. A short music clip will play, and then you will then be presented with a list of 15 words. Check off the words you thought of when you heard the music. Please ke";NULL;NULL
8390;5a0e9f5c9b760100013a7944;4;html-keyboard-response;8405;32;NULL;"Only click "None of the Above" if you believe none of the given words matched what you were thinking of when you listened to the music. In other words, if you click "None of the Above" there should be no other words checked off.<br><br> Press the spacebar";NULL;NULL
8391;5a0e9f5c9b760100013a7944;5;html-keyboard-response;2488;32;NULL;"Now we will begin the experiment.<br><br> Press the spacebar continue.";NULL;NULL
8392;5a0e9f5c9b760100013a7944;6;audio-keyboard-response;NULL;NULL;NULL;Devotion;NULL;NULL
8393;5a0e9f5c9b760100013a7944;7;survey-multi-select;19853;NULL;Ind;Devotion;"[" Cradle"," Arrival"," Rushed"," Departure"," Needle"," Angel"," Peaceful"," Wideness"," Sigh"," Hero"," Quarrel"," Celebration"," Strength"," Staircase"," Fight"," None of the above"]";"{"Q0":[" Cradle"," Departure"," Angel"," Celebration"]}"
8394;5a0e9f5c9b760100013a7944;8;audio-keyboard-response;NULL;NULL;NULL;Sigh;NULL;NULL
8395;5a0e9f5c9b760100013a7944;9;survey-multi-select;14915;NULL;Icon1;Sigh;"[" Narrowness"," Strength"," Rushed"," Sigh"," Arrival"," Blossom"," Celebration"," Mockery"," Circle"," Devotion"," Ocean"," Wideness"," Departure"," Angel"," Red"," None of the above"]";"{"Q0":[" Arrival"]}"
8396;5a0e9f5c9b760100013a7944;10;audio-keyboard-response;NULL;NULL;NULL;"Musical Clock";NULL;NULL
8397;5a0e9f5c9b760100013a7944;11;survey-multi-select;12709;NULL;Icon1;"Musical Clock";"[" Circle"," Strength"," Red"," Narrowness"," Peaceful"," Sigh"," Needle"," Mockery"," Wideness"," Cradle"," Bird"," Blue"," Angel"," Devotion"," Quarrel"," None of the above"]";"{"Q0":[" Needle"]}"
8398;5a0e9f5c9b760100013a7944;12;audio-keyboard-response;NULL;NULL;NULL;Ocean;NULL;NULL
8399;5a0e9f5c9b760100013a7944;13;survey-multi-select;13741;NULL;Icon1;Ocean;"[" Ocean"," Wideness"," Mockery"," Peaceful"," Jungle"," Mischeif"," Toxin"," Fight"," Needle"," Devotion"," Bird"," Angel"," Departure"," Hero"," Cradle"," None of the above"]";"{"Q0":[" None of the above"]}"
8400;5a0e9f5c9b760100013a7944;14;audio-keyboard-response;NULL;NULL;NULL;Arrival;NULL;NULL
8401;5a0e9f5c9b760100013a7944;15;survey-multi-select;12985;NULL;Icon1;Arrival;"[" Rushed"," Cradle"," Circle"," Hero"," Bird"," Toxin"," Wideness"," Peaceful"," Staircase"," Devotion"," Celebration"," Sigh"," Mockery"," Needle"," Red"," None of the above"]";"{"Q0":[" Hero"," Staircase"," Celebration"]}"
8402;5a0e9f5c9b760100013a7944;16;audio-keyboard-response;NULL;NULL;NULL;Cradle;NULL;NULL
8403;5a0e9f5c9b760100013a7944;17;survey-multi-select;17203;NULL;Ind;Cradle;"[" Celebration"," Basement"," Mockery"," Red"," Peaceful"," Blossom"," Jungle"," Sigh"," Toxin"," Bird"," Circle"," Devotion"," Hero"," Angel"," Quarrel"," None of the above"]";"{"Q0":[" Sigh"," Bird"]}"
8404;5a0e9f5c9b760100013a7944;18;audio-keyboard-response;NULL;NULL;NULL;Wideness;NULL;NULL
8405;5a0e9f5c9b760100013a7944;19;survey-multi-select;18191;NULL;Icon2;Wideness;"[" Strength"," Mockery"," Cradle"," Celebration"," Circle"," Needle"," Basement"," Arrival"," Quarrel"," Blossom"," Sigh"," Wideness"," Peaceful"," Rushed"," Red"," None of the above"]";"{"Q0":[" Arrival"]}"
8406;5a0e9f5c9b760100013a7944;20;audio-keyboard-response;NULL;NULL;NULL;Jungle;NULL;NULL
8407;5a0e9f5c9b760100013a7944;21;survey-multi-select;14756;NULL;Icon1;Jungle;"[" Blue"," Mockery"," Needle"," Red"," Circle"," River"," Devotion"," Strength"," Fight"," Mischeif"," Basement"," Hero"," Quarrel"," Bird"," Departure"," None of the above"]";"{"Q0":[" River"," Fight"]}"
8408;5a0e9f5c9b760100013a7944;22;audio-keyboard-response;NULL;NULL;NULL;Rushed;NULL;NULL
